"ensembl_gene_id","external_gene_name"
"16343","ENSMUSG00000032180","Tmed1"
"16344","ENSMUSG00000032182","Yipf2"
"16345","ENSMUSG00000032186","Tmod2"
"16346","ENSMUSG00000032187","Smarca4"
"16347","ENSMUSG00000032212","Sltm"
"16348","ENSMUSG00000032228","Tcf12"
"16349","ENSMUSG00000032261","Sh3bgrl2"
"16350","ENSMUSG00000032264","Zw10"
"16351","ENSMUSG00000032265","Tent5a"
"16352","ENSMUSG00000032267","Usp28"
"16353","ENSMUSG00000032280","Tle3"
"16354","ENSMUSG00000032289","Thsd4"
"16355","ENSMUSG00000032307","Ube2q2"
"16356","ENSMUSG00000032308","Ulk3"
"16357","ENSMUSG00000032313","Tmem266"
"16358","ENSMUSG00000032324","Tspan3"
"16359","ENSMUSG00000032327","Stra6"
"16360","ENSMUSG00000032328","Tmem30a"
"16361","ENSMUSG00000032333","Stoml1"
"16362","ENSMUSG00000032353","Tmed3"
"16363","ENSMUSG00000032357","Tinag"
"16364","ENSMUSG00000032366","Tpm1"
"16365","ENSMUSG00000032368","Zic1"
"16366","ENSMUSG00000032376","Usp3"
"16367","ENSMUSG00000032382","Snx1"
"16368","ENSMUSG00000032386","Trip4"
"16369","ENSMUSG00000032388","Spg21"
"16370","ENSMUSG00000032397","Tipin"
"16371","ENSMUSG00000032398","Snapc5"
"16372","ENSMUSG00000032400","Zwilch"
"16373","ENSMUSG00000032402","Smad3"
"16374","ENSMUSG00000032407","U2surp"
"16375","ENSMUSG00000032410","Xrn1"
"16376","ENSMUSG00000032411","Tfdp2"
"16377","ENSMUSG00000032415","Ube2cbp"
"16378","ENSMUSG00000032419","Tbx18"
"16379","ENSMUSG00000032422","Snx14"
"16380","ENSMUSG00000032423","Syncrip"
"16381","ENSMUSG00000032425","Zfp949"
"16382","ENSMUSG00000032437","Stt3b"
"16383","ENSMUSG00000032440","Tgfbr2"
"16384","ENSMUSG00000032443","Zcwpw2"
"16385","ENSMUSG00000032449","Slc25a36"
"16386","ENSMUSG00000032451","Trim42"
"16387","ENSMUSG00000032481","Smarcc1"
"16388","ENSMUSG00000032494","Tdgf1"
"16389","ENSMUSG00000032501","Trib1"
"16390","ENSMUSG00000032502","Stac"
"16391","ENSMUSG00000032512","Wdr48"
"16392","ENSMUSG00000032514","Ttc21a"
"16393","ENSMUSG00000032519","Slc25a38"
"16394","ENSMUSG00000032526","Ss18l2"
"16395","ENSMUSG00000032528","Vipr1"
"16396","ENSMUSG00000032536","Trak1"
"16397","ENSMUSG00000032548","Slco2a1"
"16398","ENSMUSG00000032553","Srprb"
"16399","ENSMUSG00000032554","Trf"
"16400","ENSMUSG00000032555","Topbp1"
"16401","ENSMUSG00000032557","Uba5"
"16402","ENSMUSG00000032586","Traip"
"16403","ENSMUSG00000032596","Uba7"
"16404","ENSMUSG00000032602","Slc25a20"
"16405","ENSMUSG00000032612","Usp4"
"16406","ENSMUSG00000032621","Srek1"
"16407","ENSMUSG00000032625","Thsd7a"
"16408","ENSMUSG00000032714","Syde1"
"16409","ENSMUSG00000032715","Trib3"
"16410","ENSMUSG00000032733","Snx33"
"16411","ENSMUSG00000032741","Tpcn1"
"16412","ENSMUSG00000032754","Slc8b1"
"16413","ENSMUSG00000032769","Trpa1"
"16414","ENSMUSG00000032783","Troap"
"16415","ENSMUSG00000032802","Srxn1"
"16416","ENSMUSG00000032806","Slc10a3"
"16417","ENSMUSG00000032839","Trpc1"
"16418","ENSMUSG00000032846","Zswim6"
"16419","ENSMUSG00000032854","Ugt8a"
"16420","ENSMUSG00000032870","Smap2"
"16421","ENSMUSG00000032899","Styk1"
"16422","ENSMUSG00000032900","Tex43"
"16423","ENSMUSG00000032902","Slc16a1"
"16424","ENSMUSG00000032908","Sgpp2"
"16425","ENSMUSG00000032942","Ucp3"
"16426","ENSMUSG00000032988","Slc16a8"
"16427","ENSMUSG00000033014","Trim33"
"16428","ENSMUSG00000033075","Senp1"
"16429","ENSMUSG00000033080","Vsx1"
"16430","ENSMUSG00000033083","Tbc1d4"
"16431","ENSMUSG00000033088","Triobp"
"16432","ENSMUSG00000033106","Slc7a6os"
"16433","ENSMUSG00000033114","Slc35d2"
"16434","ENSMUSG00000033126","Ybey"
"16435","ENSMUSG00000033147","Slc22a15"
"16436","ENSMUSG00000033177","Tmprss7"
"16437","ENSMUSG00000033184","Tmed7"
"16438","ENSMUSG00000033191","Tie1"
"16439","ENSMUSG00000033200","Tpsg1"
"16440","ENSMUSG00000033209","Ttc28"
"16441","ENSMUSG00000033210","Slc9c1"
"16442","ENSMUSG00000033222","Ttf2"
"16443","ENSMUSG00000033227","Wnt6"
"16444","ENSMUSG00000033233","Trim45"
"16445","ENSMUSG00000033253","Szt2"
"16446","ENSMUSG00000033256","Shf"
"16447","ENSMUSG00000033257","Ttll4"
"16448","ENSMUSG00000033272","Slc35a4"
"16449","ENSMUSG00000033276","Stk36"
"16450","ENSMUSG00000033285","Wdr3"
"16451","ENSMUSG00000033327","Tnxb"
"16452","ENSMUSG00000033364","Usp37"
"16453","ENSMUSG00000033368","Trim69"
"16454","ENSMUSG00000033382","Trappc8"
"16455","ENSMUSG00000033396","Spg11"
"16456","ENSMUSG00000033409","Syce1l"
"16457","ENSMUSG00000033419","Snap91"
"16458","ENSMUSG00000033427","Upb1"
"16459","ENSMUSG00000033430","Terf2ip"
"16460","ENSMUSG00000033439","Trmt13"
"16461","ENSMUSG00000033444","Specc1l"
"16462","ENSMUSG00000033450","Tagap"
"16463","ENSMUSG00000033454","Zbtb1"
"16464","ENSMUSG00000033475","Tomm6"
"16465","ENSMUSG00000033498","Strc"
"16466","ENSMUSG00000033530","Ttc7b"
"16467","ENSMUSG00000033545","Znrf1"
"16468","ENSMUSG00000033578","Tmem35a"
"16469","ENSMUSG00000033594","Spata2l"
"16470","ENSMUSG00000033653","Vps8"
"16471","ENSMUSG00000033669","Zfp7"
"16472","ENSMUSG00000033685","Ucp2"
"16473","ENSMUSG00000033705","Stard9"
"16474","ENSMUSG00000033706","Smyd5"
"16475","ENSMUSG00000033720","Sfxn5"
"16476","ENSMUSG00000033721","Vav3"
"16477","ENSMUSG00000033732","Sf3b3"
"16478","ENSMUSG00000033735","Spr"
"16479","ENSMUSG00000033740","St18"
"16480","ENSMUSG00000033767","Tmem131l"
"16481","ENSMUSG00000033777","Tlr13"
"16482","ENSMUSG00000033790","Tubgcp5"
"16483","ENSMUSG00000033799","Tasor2"
"16484","ENSMUSG00000033808","Tmem87a"
"16485","ENSMUSG00000033813","Tcea1"
"16486","ENSMUSG00000033825","Tpsb2"
"16487","ENSMUSG00000033834","Tpbpa"
"16488","ENSMUSG00000033855","Ston1"
"16489","ENSMUSG00000033883","Zfp267"
"16490","ENSMUSG00000033906","Zdhhc15"
"16491","ENSMUSG00000033909","Usp36"
"16492","ENSMUSG00000033933","Vhl"
"16493","ENSMUSG00000033948","Zswim5"
"16494","ENSMUSG00000033949","Trim36"
"16495","ENSMUSG00000033955","Tnks1bp1"
"16496","ENSMUSG00000033961","Zfp446"
"16497","ENSMUSG00000033964","Zbtb41"
"16498","ENSMUSG00000033965","Slc16a2"
"16499","ENSMUSG00000033972","Zfp944"
"16500","ENSMUSG00000033985","Tesk2"
"16501","ENSMUSG00000033991","Ttc37"
"16502","ENSMUSG00000034059","Ypel4"
"16503","ENSMUSG00000034071","Zfp551"
"16504","ENSMUSG00000034075","Zdhhc5"
"16505","ENSMUSG00000034111","Tmed8"
"16506","ENSMUSG00000034116","Vav1"
"16507","ENSMUSG00000034118","Tpst1"
"16508","ENSMUSG00000034120","Srsf2"
"16509","ENSMUSG00000034127","Tspan8"
"16510","ENSMUSG00000034135","Sik3"
"16511","ENSMUSG00000034139","Serpini2"
"16512","ENSMUSG00000034145","Tmem63c"
"16513","ENSMUSG00000034151","Zbbx"
"16514","ENSMUSG00000034156","Tspoap1"
"16515","ENSMUSG00000034161","Scx"
"16516","ENSMUSG00000034163","Zfc3h1"
"16517","ENSMUSG00000034173","Zbed5"
"16518","ENSMUSG00000034216","Vps18"
"16519","ENSMUSG00000034224","Slc38a8"
"16520","ENSMUSG00000034235","Usp54"
"16521","ENSMUSG00000034248","Slc25a37"
"16522","ENSMUSG00000034252","Senp6"
"16523","ENSMUSG00000034265","Zdhhc14"
"16524","ENSMUSG00000034269","Setd5"
"16525","ENSMUSG00000034274","Thoc5"
"16526","ENSMUSG00000034292","Traf3ip1"
"16527","ENSMUSG00000034308","Sdr42e1"
"16528","ENSMUSG00000034310","Tmem132d"
"16529","ENSMUSG00000034317","Trim59"
"16530","ENSMUSG00000034320","Slc26a2"
"16531","ENSMUSG00000034324","Tmem132c"
"16532","ENSMUSG00000034333","Zbed4"
"16533","ENSMUSG00000034341","Wbp2"
"16534","ENSMUSG00000034343","Ube2f"
"16535","ENSMUSG00000034349","Smc4"
"16536","ENSMUSG00000034359","Skint2"
"16537","ENSMUSG00000034371","Tkfc"
"16538","ENSMUSG00000034377","Tulp4"
"16539","ENSMUSG00000034379","Wdr5b"
"16540","ENSMUSG00000034401","Spata6"
"16541","ENSMUSG00000034412","Tbc1d10a"
"16542","ENSMUSG00000034429","Zfp707"
"16543","ENSMUSG00000034430","Zxdc"
"16544","ENSMUSG00000034435","Tmem30b"
"16545","ENSMUSG00000034442","Trmt5"
"16546","ENSMUSG00000034452","Slc24a1"
"16547","ENSMUSG00000034456","Uroc1"
"16548","ENSMUSG00000034460","Six4"
"16549","ENSMUSG00000034473","Sec22a"
"16550","ENSMUSG00000034484","Snx2"
"16551","ENSMUSG00000034485","Uaca"
"16552","ENSMUSG00000034522","Zfp395"
"16553","ENSMUSG00000034538","Zfp418"
"16554","ENSMUSG00000034555","Tex16"
"16555","ENSMUSG00000034557","Zfyve9"
"16556","ENSMUSG00000034560","Washc4"
"16557","ENSMUSG00000034575","Tent4a"
"16558","ENSMUSG00000034591","Slc41a2"
"16559","ENSMUSG00000034610","Tut4"
"16560","ENSMUSG00000034616","Ssh3"
"16561","ENSMUSG00000034636","Zyg11b"
"16562","ENSMUSG00000034639","Setmar"
"16563","ENSMUSG00000034640","Tiparp"
"16564","ENSMUSG00000034645","Zyg11a"
"16565","ENSMUSG00000034653","Ythdc2"
"16566","ENSMUSG00000034659","Tmem109"
"16567","ENSMUSG00000034667","Xpot"
"16568","ENSMUSG00000034674","Tdg"
"16569","ENSMUSG00000034684","Sema3f"
"16570","ENSMUSG00000034714","Ttyh2"
"16571","ENSMUSG00000034723","Tmx4"
"16572","ENSMUSG00000034748","Sirt6"
"16573","ENSMUSG00000034757","Tmub2"
"16574","ENSMUSG00000034758","Tle6"
"16575","ENSMUSG00000034771","Tle2"
"16576","ENSMUSG00000034777","Vax2"
"16577","ENSMUSG00000034799","Unc13a"
"16578","ENSMUSG00000034800","Zfp661"
"16579","ENSMUSG00000034801","Sos2"
"16580","ENSMUSG00000034832","Tet3"
"16581","ENSMUSG00000034833","Tespa1"
"16582","ENSMUSG00000034848","Ttc21b"
"16583","ENSMUSG00000034850","Tmem127"
"16584","ENSMUSG00000034881","Tbxa2r"
"16585","ENSMUSG00000034908","Sidt2"
"16586","ENSMUSG00000034911","Ushbp1"
"16587","ENSMUSG00000034917","Tjp3"
"16588","ENSMUSG00000034919","Ttc22"
"16589","ENSMUSG00000034940","Synrg"
"16590","ENSMUSG00000034947","Tmem106a"
"16591","ENSMUSG00000034949","Zfr2"
"16592","ENSMUSG00000034993","Vat1"
"16593","ENSMUSG00000035011","Zbtb7a"
"16594","ENSMUSG00000035033","Tbr1"
"16595","ENSMUSG00000035045","Zc3h12b"
"16596","ENSMUSG00000035062","Zc4h2"
"16597","ENSMUSG00000035067","Xkr6"
"16598","ENSMUSG00000035093","Secisbp2l"
"16599","ENSMUSG00000035109","Shc4"
"16600","ENSMUSG00000035112","Wnk4"
"16601","ENSMUSG00000035126","Dnai4"
"16602","ENSMUSG00000035139","Secisbp2"
"16603","ENSMUSG00000035164","Zc3h12c"
"16604","ENSMUSG00000035168","Tanc1"
"16605","ENSMUSG00000035183","Slc24a5"
"16606","ENSMUSG00000035186","Ubd"
"16607","ENSMUSG00000035198","Tubg1"
"16608","ENSMUSG00000035206","Sppl2b"
"16609","ENSMUSG00000035208","Slfn8"
"16610","ENSMUSG00000035211","Xrra1"
"16611","ENSMUSG00000035227","Spcs2"
"16612","ENSMUSG00000035235","Trim13"
"16613","ENSMUSG00000035248","Tut7"
"16614","ENSMUSG00000035274","Tpbg"
"16615","ENSMUSG00000035279","Ssc5d"
"16616","ENSMUSG00000035284","Vps13c"
"16617","ENSMUSG00000035295","Wdr38"
"16618","ENSMUSG00000035296","Sgcg"
"16619","ENSMUSG00000035325","Sec31a"
"16620","ENSMUSG00000035337","Uchl4"
"16621","ENSMUSG00000035354","Uvrag"
"16622","ENSMUSG00000035378","Shq1"
"16623","ENSMUSG00000035413","Tmem98"
"16624","ENSMUSG00000035431","Sstr1"
"16625","ENSMUSG00000035443","Thyn1"
"16626","ENSMUSG00000035458","Tnni3"
"16627","ENSMUSG00000035459","Stab2"
"16628","ENSMUSG00000035472","Slc25a21"
"16629","ENSMUSG00000035476","Tab3"
"16630","ENSMUSG00000035493","Tgfbi"
"16631","ENSMUSG00000035495","Tstd2"
"16632","ENSMUSG00000035506","Slc12a8"
"16633","ENSMUSG00000035517","Tdrd7"
"16634","ENSMUSG00000035523","Vmn1r172"
"16635","ENSMUSG00000035560","Wdr20rt"
"16636","ENSMUSG00000035575","Utp6"
"16637","ENSMUSG00000035585","Tsen34"
"16638","ENSMUSG00000035601","Trmt10b"
"16639","ENSMUSG00000035614","Togaram1"
"16640","ENSMUSG00000035649","Zcchc7"
"16641","ENSMUSG00000035671","Zswim4"
"16642","ENSMUSG00000035678","Tnfsf9"
"16643","ENSMUSG00000035686","Thrsp"
"16644","ENSMUSG00000035699","Slc51a"
"16645","ENSMUSG00000035713","Usp35"
"16646","ENSMUSG00000035726","Supt16"
"16647","ENSMUSG00000035754","Wdr18"
"16648","ENSMUSG00000035757","Selenoo"
"16649","ENSMUSG00000035762","Tmem161b"
"16650","ENSMUSG00000035769","Xylb"
"16651","ENSMUSG00000035780","Ugt2a3"
"16652","ENSMUSG00000035798","Zdhhc17"
"16653","ENSMUSG00000035799","Twist1"
"16654","ENSMUSG00000035811","Ugt2b35"
"16655","ENSMUSG00000035824","Tk2"
"16656","ENSMUSG00000035836","Ugt2b1"
"16657","ENSMUSG00000035851","Ythdc1"
"16658","ENSMUSG00000035861","Tmprss11b"
"16659","ENSMUSG00000035864","Syt1"
"16660","ENSMUSG00000035868","Zfp983"
"16661","ENSMUSG00000035877","Zhx3"
"16662","ENSMUSG00000035898","Uba6"
"16663","ENSMUSG00000035944","Ttc38"
"16664","ENSMUSG00000035958","Tdp2"
"16665","ENSMUSG00000035964","Tmem59l"
"16666","ENSMUSG00000036019","Tmtc2"
"16667","ENSMUSG00000036026","Tmem63b"
"16668","ENSMUSG00000036036","Zfp57"
"16669","ENSMUSG00000036054","Sugp2"
"16670","ENSMUSG00000036061","Smug1"
"16671","ENSMUSG00000036067","Slc2a6"
"16672","ENSMUSG00000036078","Sigmar1"
"16673","ENSMUSG00000036083","Slc17a3"
"16674","ENSMUSG00000036086","Zranb3"
"16675","ENSMUSG00000036087","Slain2"
"16676","ENSMUSG00000036097","Slf2"
"16677","ENSMUSG00000036099","Vezt"
"16678","ENSMUSG00000036110","Slc17a2"
"16679","ENSMUSG00000036123","Slc9a3"
"16680","ENSMUSG00000036151","Tm6sf2"
"16681","ENSMUSG00000036160","Surf6"
"16682","ENSMUSG00000036169","Sostdc1"
"16683","ENSMUSG00000036196","Slc26a8"
"16684","ENSMUSG00000036206","Sh3bp4"
"16685","ENSMUSG00000036214","Polr1has"
"16686","ENSMUSG00000036223","Ska1"
"16687","ENSMUSG00000036241","Ube2r2"
"16688","ENSMUSG00000036251","Trpm8"
"16689","ENSMUSG00000036281","Snapc4"
"16690","ENSMUSG00000036298","Slc2a13"
"16691","ENSMUSG00000036304","Zdhhc23"
"16692","ENSMUSG00000036309","Skp1"
"16693","ENSMUSG00000036315","Polr1h"
"16694","ENSMUSG00000036323","Srp72"
"16695","ENSMUSG00000036330","Slc18a1"
"16696","ENSMUSG00000036339","Tmem260"
"16697","ENSMUSG00000036352","Ubac1"
"16698","ENSMUSG00000036371","Serbp1"
"16699","ENSMUSG00000036372","Tmem258"
"16700","ENSMUSG00000036391","Sec24a"
"16701","ENSMUSG00000036430","Tbcc"
"16702","ENSMUSG00000036432","Siah2"
"16703","ENSMUSG00000036442","Thap11"
"16704","ENSMUSG00000036459","Wtip"
"16705","ENSMUSG00000036473","Tbc1d24"
"16706","ENSMUSG00000036502","Tmem255a"
"16707","ENSMUSG00000036534","Slc38a7"
"16708","ENSMUSG00000036553","Sh3tc1"
"16709","ENSMUSG00000036557","Stpg4"
"16710","ENSMUSG00000036565","Ttyh3"
"16711","ENSMUSG00000036572","Upf3b"
"16712","ENSMUSG00000036580","Spg20"
"16713","ENSMUSG00000036644","Tbc1d9b"
"16714","ENSMUSG00000036667","Tcaf1"
"16715","ENSMUSG00000036676","Tmtc3"
"16716","ENSMUSG00000036687","Tmem184a"
"16717","ENSMUSG00000036699","Zcchc12"
"16718","ENSMUSG00000036721","Zscan12"
"16719","ENSMUSG00000036745","Ttll7"
"16720","ENSMUSG00000036752","Tubb4b"
"16721","ENSMUSG00000036769","Wdr44"
"16722","ENSMUSG00000036770","Stpg3"
"16723","ENSMUSG00000036779","Tent4b"
"16724","ENSMUSG00000036790","Slitrk2"
"16725","ENSMUSG00000036814","Slc6a20a"
"16726","ENSMUSG00000036817","Sun1"
"16727","ENSMUSG00000036822","Topors"
"16728","ENSMUSG00000036825","Ssx2ip"
"16729","ENSMUSG00000036840","Siah1a"
"16730","ENSMUSG00000036856","Wnt4"
"16731","ENSMUSG00000036863","Syde2"
"16732","ENSMUSG00000036867","Smad6"
"16733","ENSMUSG00000036898","Zfp157"
"16734","ENSMUSG00000036908","Unc93b1"
"16735","ENSMUSG00000036913","Trim67"
"16736","ENSMUSG00000036916","Zfp280c"
"16737","ENSMUSG00000036918","Ttc7"
"16738","ENSMUSG00000036923","Stox1"
"16739","ENSMUSG00000036928","Stag3"
"16740","ENSMUSG00000036938","Try5"
"16741","ENSMUSG00000036944","Tmem71"
"16742","ENSMUSG00000036949","Slc39a12"
"16743","ENSMUSG00000036961","Wnt8b"
"16744","ENSMUSG00000036964","Trim17"
"16745","ENSMUSG00000036966","Spryd3"
"16746","ENSMUSG00000036972","Zic4"
"16747","ENSMUSG00000036975","Tmem177"
"16748","ENSMUSG00000036980","Taf6"
"16749","ENSMUSG00000036983","Tfb1m"
"16750","ENSMUSG00000036985","Zdhhc9"
"16751","ENSMUSG00000036989","Trim3"
"16752","ENSMUSG00000037001","Zfp39"
"16753","ENSMUSG00000037003","Tns2"
"16754","ENSMUSG00000037005","Xpnpep2"
"16755","ENSMUSG00000037007","Zfp113"
"16756","ENSMUSG00000037013","Ss18"
"16757","ENSMUSG00000037014","Sstr4"
"16758","ENSMUSG00000037017","Zscan21"
"16759","ENSMUSG00000037020","Wdr62"
"16760","ENSMUSG00000037029","Zfp146"
"16761","ENSMUSG00000037031","Tspan15"
"16762","ENSMUSG00000037049","Smpd1"
"16763","ENSMUSG00000037062","Sh3glb1"
"16764","ENSMUSG00000037072","Selenof"
"16765","ENSMUSG00000037085","Trmt12"
"16766","ENSMUSG00000037089","Slc35b2"
"16767","ENSMUSG00000037104","Socs5"
"16768","ENSMUSG00000037108","Zcwpw1"
"16769","ENSMUSG00000037111","Setd7"
"16770","ENSMUSG00000037112","Sik2"
"16771","ENSMUSG00000037124","Trim58"
"16772","ENSMUSG00000037129","Tmprss13"
"16773","ENSMUSG00000037159","Wee2"
"16774","ENSMUSG00000037211","Spry1"
"16775","ENSMUSG00000037214","Thap1"
"16776","ENSMUSG00000037217","Syn1"
"16777","ENSMUSG00000037224","Zfyve28"
"16778","ENSMUSG00000037239","Spred3"
"16779","ENSMUSG00000037243","Zfp692"
"16780","ENSMUSG00000037278","Tmem97"
"16781","ENSMUSG00000037286","Stag1"
"16782","ENSMUSG00000037287","Tbcel"
"16783","ENSMUSG00000037300","Ttc13"
"16784","ENSMUSG00000037313","Tacc3"
"16785","ENSMUSG00000037318","Traf3ip3"
"16786","ENSMUSG00000037321","Tap1"
"16787","ENSMUSG00000037341","Slc9a7"
"16788","ENSMUSG00000037343","Taf2"
"16789","ENSMUSG00000037344","Slc12a9"
"16790","ENSMUSG00000037355","Uvssa"
"16791","ENSMUSG00000037361","Sf3b6"
"16792","ENSMUSG00000037364","Srrt"
"16793","ENSMUSG00000037376","Trmt6"
"16794","ENSMUSG00000037379","Spon2"
"16795","ENSMUSG00000037410","Tbc1d2b"
"16796","ENSMUSG00000037411","Serpine1"
"16797","ENSMUSG00000037428","Vgf"
"16798","ENSMUSG00000037434","Slc30a1"
"16799","ENSMUSG00000037438","Uqcrh-ps1"
"16800","ENSMUSG00000037440","Vnn1"
"16801","ENSMUSG00000037446","Tulp1"
"16802","ENSMUSG00000037451","Slc22a20"
"16803","ENSMUSG00000037455","Slc18b1"
"16804","ENSMUSG00000037466","Tedc1"
"16805","ENSMUSG00000037470","Uggt1"
"16806","ENSMUSG00000037475","Thoc2"
"16807","ENSMUSG00000037477","Tbx10"
"16808","ENSMUSG00000037487","Ubr5"
"16809","ENSMUSG00000037490","Slc2a12"
"16810","ENSMUSG00000037492","Zmat4"
"16811","ENSMUSG00000037541","Shank2"
"16812","ENSMUSG00000037553","Zdhhc18"
"16813","ENSMUSG00000037568","Vash2"
"16814","ENSMUSG00000037572","Wdhd1"
"16815","ENSMUSG00000037573","Tob1"
"16816","ENSMUSG00000037613","Tnfrsf23"
"16817","ENSMUSG00000037617","Spag1"
"16818","ENSMUSG00000037622","Wdtc1"
"16819","ENSMUSG00000037636","Slc25a43"
"16820","ENSMUSG00000037638","Zbtb42"
"16821","ENSMUSG00000037640","Zfp60"
"16822","ENSMUSG00000037646","Vps13b"
"16823","ENSMUSG00000037656","Slc20a2"
"16824","ENSMUSG00000037705","Tecta"
"16825","ENSMUSG00000037708","Spag6"
"16826","ENSMUSG00000037720","Tmem33"
"16827","ENSMUSG00000037731","Themis2"
"16828","ENSMUSG00000037752","Xkr8"
"16829","ENSMUSG00000037762","Slc16a9"
"16830","ENSMUSG00000037771","Slc32a1"
"16831","ENSMUSG00000037788","Vopp1"
"16832","ENSMUSG00000037820","Tgm2"
"16833","ENSMUSG00000037822","Smim14"
"16834","ENSMUSG00000037824","Tspan14"
"16835","ENSMUSG00000037833","Sh2d4b"
"16836","ENSMUSG00000037843","Vstm2l"
"16837","ENSMUSG00000037855","Zfp365"
"16838","ENSMUSG00000037885","Stk35"
"16839","ENSMUSG00000037890","Wdr19"
"16840","ENSMUSG00000037902","Sirpa"
"16841","ENSMUSG00000037913","Tmem156"
"16842","ENSMUSG00000037926","Ssh2"
"16843","ENSMUSG00000037935","Smarce1"
"16844","ENSMUSG00000037957","Wdr20"
"16845","ENSMUSG00000037965","Zc3h7a"
"16846","ENSMUSG00000037972","Snn"
"16847","ENSMUSG00000037989","Wnk2"
"16848","ENSMUSG00000037990","Sh3rf3"
"16849","ENSMUSG00000037994","Slc9b2"
"16850","ENSMUSG00000037996","Slc24a2"
"16851","ENSMUSG00000038013","Wipf2"
"16852","ENSMUSG00000038028","Tigar"
"16853","ENSMUSG00000038037","Socs1"
"16854","ENSMUSG00000038045","Sult6b1"
"16855","ENSMUSG00000038059","Smim3"
"16856","ENSMUSG00000038079","Tmem237"
"16857","ENSMUSG00000038102","Trappc11"
"16858","ENSMUSG00000038122","Tbc1d32"
"16859","ENSMUSG00000038141","Tmem181a"
"16860","ENSMUSG00000038143","Stox2"
"16861","ENSMUSG00000038145","Snrk"
"16862","ENSMUSG00000038156","Spon1"
"16863","ENSMUSG00000038172","Ttc39b"
"16864","ENSMUSG00000038178","Slc43a2"
"16865","ENSMUSG00000038179","Slamf7"
"16866","ENSMUSG00000038180","Spag4"
"16867","ENSMUSG00000038213","Tapbpl"
"16868","ENSMUSG00000038217","Tlcd2"
"16869","ENSMUSG00000038224","Serpinf2"
"16870","ENSMUSG00000038248","Sobp"
"16871","ENSMUSG00000038250","Usp38"
"16872","ENSMUSG00000038260","Trpm4"
"16873","ENSMUSG00000038264","Sema7a"
"16874","ENSMUSG00000038267","Slc22a23"
"16875","ENSMUSG00000038290","Smg6"
"16876","ENSMUSG00000038291","Snx25"
"16877","ENSMUSG00000038299","Wdr36"
"16878","ENSMUSG00000038301","Snx10"
"16879","ENSMUSG00000038305","Spats2l"
"16880","ENSMUSG00000038324","Trpc4ap"
"16881","ENSMUSG00000038332","Sesn1"
"16882","ENSMUSG00000038335","Tsr1"
"16883","ENSMUSG00000038344","Txlng"
"16884","ENSMUSG00000038346","Zfp384"
"16885","ENSMUSG00000038347","Tcte2"
"16886","ENSMUSG00000038351","Sgsm2"
"16887","ENSMUSG00000038375","Trp53inp2"
"16888","ENSMUSG00000038379","Ttk"
"16889","ENSMUSG00000038384","Setd1b"
"16890","ENSMUSG00000038393","Txnip"
"16891","ENSMUSG00000038398","Upf3a"
"16892","ENSMUSG00000038429","Usp5"
"16893","ENSMUSG00000038451","Spsb2"
"16894","ENSMUSG00000038453","Srcin1"
"16895","ENSMUSG00000038457","Tmem255b"
"16896","ENSMUSG00000038462","Uqcrfs1"
"16897","ENSMUSG00000038482","Tfdp1"
"16898","ENSMUSG00000038485","Socs7"
"16899","ENSMUSG00000038486","Sv2a"
"16900","ENSMUSG00000038496","Slc19a3"
"16901","ENSMUSG00000038497","Tmco3"
"16902","ENSMUSG00000038517","Tbkbp1"
"16903","ENSMUSG00000038520","Tbc1d17"
"16904","ENSMUSG00000038535","Zfp280d"
"16905","ENSMUSG00000038538","Ubn2"
"16906","ENSMUSG00000038540","Tmc3"
"16907","ENSMUSG00000038541","Srd5a2"
"16908","ENSMUSG00000038576","Susd4"
"16909","ENSMUSG00000038578","Susd1"
"16910","ENSMUSG00000038580","Sct"
"16911","ENSMUSG00000038593","Tctn1"
"16912","ENSMUSG00000038598","Shoc1"
"16913","ENSMUSG00000038602","Slc35f1"
"16914","ENSMUSG00000038623","Tm6sf1"
"16915","ENSMUSG00000038677","Scube3"
"16916","ENSMUSG00000038679","Trps1"
"16917","ENSMUSG00000038697","Taf5l"
"16918","ENSMUSG00000038733","Wdr26"
"16919","ENSMUSG00000038738","Shank1"
"16920","ENSMUSG00000038756","Ttll6"
"16921","ENSMUSG00000038760","Trhr"
"16922","ENSMUSG00000038775","Vill"
"16923","ENSMUSG00000038777","Sema6c"
"16924","ENSMUSG00000038780","Smurf1"
"16925","ENSMUSG00000038781","Stap2"
"16926","ENSMUSG00000038797","Zscan2"
"16927","ENSMUSG00000038805","Six3"
"16928","ENSMUSG00000038806","Sde2"
"16929","ENSMUSG00000038812","Trmt112"
"16930","ENSMUSG00000038828","Tmem214"
"16931","ENSMUSG00000038838","Vars2"
"16932","ENSMUSG00000038848","Ythdf1"
"16933","ENSMUSG00000038866","Zcchc2"
"16934","ENSMUSG00000038872","Zfhx3"
"16935","ENSMUSG00000038884","Shfl"
"16936","ENSMUSG00000038895","Zfp653"
"16937","ENSMUSG00000038932","Tcfl5"
"16938","ENSMUSG00000038954","Supt3"
"16939","ENSMUSG00000038963","Slco4a1"
"16940","ENSMUSG00000038965","Ube2l3"
"16941","ENSMUSG00000038984","Tspyl5"
"16942","ENSMUSG00000038991","Txndc5"
"16943","ENSMUSG00000039000","Ube3c"
"16944","ENSMUSG00000039005","Tlr4"
"16945","ENSMUSG00000039013","Siglecf"
"16946","ENSMUSG00000039016","Timm8b"
"16947","ENSMUSG00000039021","Ttc16"
