"ensembl_gene_id","external_gene_name"
"2925","ENSMUSG00000039219","Arid4b"
"2926","ENSMUSG00000039242","B3galnt2"
"2927","ENSMUSG00000039285","Azi2"
"2928","ENSMUSG00000039294","Cybc1"
"2929","ENSMUSG00000039298","Cdk5rap2"
"2930","ENSMUSG00000039315","Clnk"
"2931","ENSMUSG00000039347","Atp6v0e2"
"2932","ENSMUSG00000039384","Dusp10"
"2933","ENSMUSG00000039385","Cdh6"
"2934","ENSMUSG00000039419","Cntnap2"
"2935","ENSMUSG00000039427","Alg1"
"2936","ENSMUSG00000039450","Dcxr"
"2937","ENSMUSG00000039462","Col10a1"
"2938","ENSMUSG00000039483","Asb6"
"2939","ENSMUSG00000039492","Ccdc27"
"2940","ENSMUSG00000039496","Cdnf"
"2941","ENSMUSG00000039497","Dse"
"2942","ENSMUSG00000039508","Calhm4"
"2943","ENSMUSG00000039518","Cdsn"
"2944","ENSMUSG00000039519","Cyp7b1"
"2945","ENSMUSG00000039523","Cep104"
"2946","ENSMUSG00000039529","Atp8b1"
"2947","ENSMUSG00000039543","Cfap70"
"2948","ENSMUSG00000039546","Ajap1"
"2949","ENSMUSG00000039578","Ccser1"
"2950","ENSMUSG00000039623","Ap5z1"
"2951","ENSMUSG00000039632","Odad3"
"2952","ENSMUSG00000039637","Coro7"
"2953","ENSMUSG00000039652","Cpeb3"
"2954","ENSMUSG00000039653","Baat"
"2955","ENSMUSG00000039676","Capsl"
"2956","ENSMUSG00000039699","Batf2"
"2957","ENSMUSG00000039714","Cplx3"
"2958","ENSMUSG00000039716","Dock3"
"2959","ENSMUSG00000039740","Alg2"
"2960","ENSMUSG00000039741","Bahcc1"
"2961","ENSMUSG00000039754","Alkbh4"
"2962","ENSMUSG00000039756","Dnttip2"
"2963","ENSMUSG00000039763","Dnajc28"
"2964","ENSMUSG00000039765","Cc2d2a"
"2965","ENSMUSG00000039768","Dnajc11"
"2966","ENSMUSG00000039781","Cep131"
"2967","ENSMUSG00000039782","Cpeb2"
"2968","ENSMUSG00000039787","Cercam"
"2969","ENSMUSG00000039801","Cplane1"
"2970","ENSMUSG00000039831","Arhgap29"
"2971","ENSMUSG00000039850","Endov"
"2972","ENSMUSG00000039887","Alg14"
"2973","ENSMUSG00000039901","Armh3"
"2974","ENSMUSG00000039910","Cited2"
"2975","ENSMUSG00000039914","Coq10a"
"2976","ENSMUSG00000039952","Dag1"
"2977","ENSMUSG00000039953","Clstn1"
"2978","ENSMUSG00000039963","Ccdc40"
"2979","ENSMUSG00000039977","Deup1"
"2980","ENSMUSG00000039982","Dtx4"
"2981","ENSMUSG00000039983","Ccdc32"
"2982","ENSMUSG00000039988","Ankrd13c"
"2983","ENSMUSG00000039989","Cbx4"
"2984","ENSMUSG00000039990","Edrf1"
"2985","ENSMUSG00000040007","Bahd1"
"2986","ENSMUSG00000040018","Cox15"
"2987","ENSMUSG00000040028","Elavl1"
"2988","ENSMUSG00000040035","Disp2"
"2989","ENSMUSG00000040054","Baz2a"
"2990","ENSMUSG00000040084","Bub1b"
"2991","ENSMUSG00000040093","Bmf"
"2992","ENSMUSG00000040118","Cacna2d1"
"2993","ENSMUSG00000040136","Abcc8"
"2994","ENSMUSG00000040165","Cd209c"
"2995","ENSMUSG00000040174","Alkbh3"
"2996","ENSMUSG00000040183","Ankrd6"
"2997","ENSMUSG00000040187","Arntl2"
"2998","ENSMUSG00000040189","Odad1"
"2999","ENSMUSG00000040197","Cd209e"
"3000","ENSMUSG00000040205","Cuzd1"
"3001","ENSMUSG00000040212","Emp3"
"3002","ENSMUSG00000040260","Daam2"
"3003","ENSMUSG00000040265","Dnm3"
"3004","ENSMUSG00000040270","Bach2"
"3005","ENSMUSG00000040272","Accs"
"3006","ENSMUSG00000040274","Cdk6"
"3007","ENSMUSG00000040282","Cdin1"
"3008","ENSMUSG00000040283","Btnl9"
"3009","ENSMUSG00000040296","Ddx58"
"3010","ENSMUSG00000040298","Btbd16"
"3011","ENSMUSG00000040310","Alx4"
"3012","ENSMUSG00000040312","Cchcr1"
"3013","ENSMUSG00000040314","Ctsg"
"3014","ENSMUSG00000040325","Dcaf1"
"3015","ENSMUSG00000040327","Cul9"
"3016","ENSMUSG00000040345","Arhgap9"
"3017","ENSMUSG00000040351","Ankib1"
"3018","ENSMUSG00000040363","Bcor"
"3019","ENSMUSG00000040373","Cacng5"
"3020","ENSMUSG00000040380","Cbln3"
"3021","ENSMUSG00000040383","Aqr"
"3022","ENSMUSG00000040396","Abhd13"
"3023","ENSMUSG00000040407","Akap9"
"3024","ENSMUSG00000040415","Dtx3"
"3025","ENSMUSG00000040420","Cdh18"
"3026","ENSMUSG00000040452","Cdh12"
"3027","ENSMUSG00000040459","Arglu1"
"3028","ENSMUSG00000040466","Blvrb"
"3029","ENSMUSG00000040473","Cfap69"
"3030","ENSMUSG00000040479","Dgkz"
"3031","ENSMUSG00000040481","Bptf"
"3032","ENSMUSG00000040482","Dxo"
"3033","ENSMUSG00000040505","Abcg5"
"3034","ENSMUSG00000040506","Ambra1"
"3035","ENSMUSG00000040525","Cblc"
"3036","ENSMUSG00000040532","Abhd11"
"3037","ENSMUSG00000040537","Adam22"
"3038","ENSMUSG00000040549","Ckap5"
"3039","ENSMUSG00000040552","C3ar1"
"3040","ENSMUSG00000040554","Aipl1"
"3041","ENSMUSG00000040564","Apoc1"
"3042","ENSMUSG00000040565","Btaf1"
"3043","ENSMUSG00000040583","Cyp2b13"
"3044","ENSMUSG00000040584","Abcb1a"
"3045","ENSMUSG00000040592","Cd79b"
"3046","ENSMUSG00000040605","Bace2"
"3047","ENSMUSG00000040613","Apobec1"
"3048","ENSMUSG00000040620","Dhx33"
"3049","ENSMUSG00000040627","Aicda"
"3050","ENSMUSG00000040631","Dok4"
"3051","ENSMUSG00000040658","Dnph1"
"3052","ENSMUSG00000040659","Efhd2"
"3053","ENSMUSG00000040660","Cyp2b9"
"3054","ENSMUSG00000040663","Clcf1"
"3055","ENSMUSG00000040690","Col16a1"
"3056","ENSMUSG00000040694","Apobec2"
"3057","ENSMUSG00000040697","Dnajc16"
"3058","ENSMUSG00000040701","Ap1g2"
"3059","ENSMUSG00000040703","Cyp2s1"
"3060","ENSMUSG00000040706","Agmat"
"3061","ENSMUSG00000040712","Camta2"
"3062","ENSMUSG00000040713","Creg1"
"3063","ENSMUSG00000040729","Cep126"
"3064","ENSMUSG00000040731","Eif4h"
"3065","ENSMUSG00000040747","Cd53"
"3066","ENSMUSG00000040759","Cmtm5"
"3067","ENSMUSG00000040760","Appl1"
"3068","ENSMUSG00000040774","Cept1"
"3069","ENSMUSG00000040782","Cop1"
"3070","ENSMUSG00000040794","C1qtnf4"
"3071","ENSMUSG00000040809","Chil3"
"3072","ENSMUSG00000040811","Eml2"
"3073","ENSMUSG00000040812","Agbl2"
"3074","ENSMUSG00000040818","Dennd6a"
"3075","ENSMUSG00000040828","Catsperd"
"3076","ENSMUSG00000040856","Dlk1"
"3077","ENSMUSG00000040859","Bsdc1"
"3078","ENSMUSG00000040860","Crocc"
"3079","ENSMUSG00000040867","Begain"
"3080","ENSMUSG00000040899","Ccr6"
"3081","ENSMUSG00000040907","Atp1a3"
"3082","ENSMUSG00000040940","Arhgef1"
"3083","ENSMUSG00000040957","Cables1"
"3084","ENSMUSG00000040963","Asgr2"
"3085","ENSMUSG00000040964","Arhgef10l"
"3086","ENSMUSG00000040969","Arhgef38"
"3087","ENSMUSG00000040997","Abhd4"
"3088","ENSMUSG00000041012","Cmtm8"
"3089","ENSMUSG00000041112","Elmo1"
"3090","ENSMUSG00000041117","Ccdc8"
"3091","ENSMUSG00000041134","Cyyr1"
"3092","ENSMUSG00000041144","Dnah7b"
"3093","ENSMUSG00000041147","Brca2"
"3094","ENSMUSG00000041189","Chrnb1"
"3095","ENSMUSG00000041216","Clvs1"
"3096","ENSMUSG00000041219","Arhgap11a"
"3097","ENSMUSG00000041220","Elovl6"
"3098","ENSMUSG00000041225","Arhgap12"
"3099","ENSMUSG00000041235","Chd7"
"3100","ENSMUSG00000041261","Car8"
"3101","ENSMUSG00000041268","Dmxl2"
"3102","ENSMUSG00000041293","Adgrf1"
"3103","ENSMUSG00000041297","Cdk13"
"3104","ENSMUSG00000041301","Cftr"
"3105","ENSMUSG00000041323","Ak7"
"3106","ENSMUSG00000041329","Atp1b2"
"3107","ENSMUSG00000041341","Atg2b"
"3108","ENSMUSG00000041343","Ankrd42"
"3109","ENSMUSG00000041347","Bdkrb1"
"3110","ENSMUSG00000041372","B4galnt3"
"3111","ENSMUSG00000041375","Ccdc9"
"3112","ENSMUSG00000041378","Cldn5"
"3113","ENSMUSG00000041406","BC055324"
"3114","ENSMUSG00000041415","Dicer1"
"3115","ENSMUSG00000041431","Ccnb1"
"3116","ENSMUSG00000041444","Arhgap32"
"3117","ENSMUSG00000041460","Cacna2d4"
"3118","ENSMUSG00000041477","Dcp1b"
"3119","ENSMUSG00000041491","Cep78"
"3120","ENSMUSG00000041530","Ago1"
"3121","ENSMUSG00000041570","Camsap2"
"3122","ENSMUSG00000041578","Crx"
"3123","ENSMUSG00000041598","Cdc42ep4"
"3124","ENSMUSG00000041608","Entpd3"
"3125","ENSMUSG00000041609","Bicdl1"
"3126","ENSMUSG00000041617","Ccdc74a"
"3127","ENSMUSG00000041623","D11Wsu47e"
"3128","ENSMUSG00000041645","Ddx24"
"3129","ENSMUSG00000041660","Bbox1"
"3130","ENSMUSG00000041674","BC006965"
"3131","ENSMUSG00000041684","Bivm"
"3132","ENSMUSG00000041688","Amot"
"3133","ENSMUSG00000041697","Cox6a1"
"3134","ENSMUSG00000041702","Btbd7"
"3135","ENSMUSG00000041718","Alg13"
"3136","ENSMUSG00000041729","Coro2b"
"3137","ENSMUSG00000041733","Coq5"
"3138","ENSMUSG00000041750","Cd1d2"
"3139","ENSMUSG00000041773","Enc1"
"3140","ENSMUSG00000041777","Cir1"
"3141","ENSMUSG00000041781","Cpsf2"
"3142","ENSMUSG00000041797","Abca9"
"3143","ENSMUSG00000041809","Efhc1"
"3144","ENSMUSG00000041828","Abca8a"
"3145","ENSMUSG00000041849","Card6"
"3146","ENSMUSG00000041870","Ankrd13a"
"3147","ENSMUSG00000041911","Dlx1"
"3148","ENSMUSG00000041915","Ammecr1l"
"3149","ENSMUSG00000041935","AW549877"
"3150","ENSMUSG00000041936","Agrn"
"3151","ENSMUSG00000041966","Dcaf17"
"3152","ENSMUSG00000041977","Arhgef11"
"3153","ENSMUSG00000041986","Elmod1"
"3154","ENSMUSG00000042010","Acacb"
"3155","ENSMUSG00000042042","Csgalnact2"
"3156","ENSMUSG00000042046","Dstyk"
"3157","ENSMUSG00000042073","Abhd14b"
"3158","ENSMUSG00000042082","Arsb"
"3159","ENSMUSG00000042096","Dao"
"3160","ENSMUSG00000042102","Dmgdh"
"3161","ENSMUSG00000042109","Csdc2"
"3162","ENSMUSG00000042111","Ccdc115"
"3163","ENSMUSG00000042118","Bhmt2"
"3164","ENSMUSG00000042148","Cox10"
"3165","ENSMUSG00000042156","Dzip1"
"3166","ENSMUSG00000042178","Armc5"
"3167","ENSMUSG00000042182","Bend6"
"3168","ENSMUSG00000042190","Cmklr1"
"3169","ENSMUSG00000042198","Chchd7"
"3170","ENSMUSG00000042200","Cdrt4"
"3171","ENSMUSG00000042210","Abhd14a"
"3172","ENSMUSG00000042215","Bag2"
"3173","ENSMUSG00000042225","Ammecr1"
"3174","ENSMUSG00000042248","Cyp2c37"
"3175","ENSMUSG00000042254","Cilp"
"3176","ENSMUSG00000042262","Ccr8"
"3177","ENSMUSG00000042302","Ehbp1"
"3178","ENSMUSG00000042340","Ctf1"
"3179","ENSMUSG00000042348","Arl15"
"3180","ENSMUSG00000042350","Arel1"
"3181","ENSMUSG00000042372","Dmrt3"
"3182","ENSMUSG00000042388","Dlgap3"
"3183","ENSMUSG00000042401","Crtac1"
"3184","ENSMUSG00000042404","Dennd4b"
"3185","ENSMUSG00000042406","Atf4"
"3186","ENSMUSG00000042410","Agps"
"3187","ENSMUSG00000042417","Ccno"
"3188","ENSMUSG00000042426","Dhx29"
"3189","ENSMUSG00000042429","Adora1"
"3190","ENSMUSG00000042460","C1galt1"
"3191","ENSMUSG00000042462","Dctpp1"
"3192","ENSMUSG00000042476","Abcb4"
"3193","ENSMUSG00000042489","Clspn"
"3194","ENSMUSG00000042500","Ago4"
"3195","ENSMUSG00000042501","Cpa6"
"3196","ENSMUSG00000042502","Cd2bp2"
"3197","ENSMUSG00000042507","Mideas"
"3198","ENSMUSG00000042508","Dmtf1"
"3199","ENSMUSG00000042510","AA986860"
"3200","ENSMUSG00000042523","Dnal1"
"3201","ENSMUSG00000042540","Acot5"
"3202","ENSMUSG00000042548","Asxl1"
"3203","ENSMUSG00000042558","Adprs"
"3204","ENSMUSG00000042569","Dhrs7b"
"3205","ENSMUSG00000042589","Cux2"
"3206","ENSMUSG00000042605","Atxn2"
"3207","ENSMUSG00000042607","Asb4"
"3208","ENSMUSG00000042647","Acad12"
"3209","ENSMUSG00000042650","Alkbh5"
"3210","ENSMUSG00000042659","Arrdc4"
"3211","ENSMUSG00000042662","Dusp15"
"3212","ENSMUSG00000042672","Dcst1"
"3213","ENSMUSG00000042699","Dhx9"
"3214","ENSMUSG00000042705","Commd10"
"3215","ENSMUSG00000042707","Dnali1"
"3216","ENSMUSG00000042709","Atpaf2"
"3217","ENSMUSG00000042737","Dpm3"
"3218","ENSMUSG00000042742","Bmt2"
"3219","ENSMUSG00000042750","Bex2"
"3220","ENSMUSG00000042759","Apobr"
"3221","ENSMUSG00000042797","Aqp11"
"3222","ENSMUSG00000042831","Alkbh6"
"3223","ENSMUSG00000042895","Abra"
"3224","ENSMUSG00000042901","Aida"
"3225","ENSMUSG00000042961","Egflam"
"3226","ENSMUSG00000042992","Borcs5"
"3227","ENSMUSG00000043019","Edem3"
"3228","ENSMUSG00000043036","Ccdc63"
"3229","ENSMUSG00000043051","Disc1"
"3230","ENSMUSG00000043067","Dpy19l1"
"3231","ENSMUSG00000043153","Crppa"
"3232","ENSMUSG00000043157","Arl11"
"3233","ENSMUSG00000043300","B3galnt1"
"3234","ENSMUSG00000043311","D17H6S53E"
"3235","ENSMUSG00000043424","Eif3j2"
"3236","ENSMUSG00000043460","Elfn2"
"3237","ENSMUSG00000043468","Adam30"
"3238","ENSMUSG00000043487","Acot6"
"3239","ENSMUSG00000043541","Casc1"
"3240","ENSMUSG00000043631","Ecm2"
"3241","ENSMUSG00000043635","Adamts3"
"3242","ENSMUSG00000043671","Dpy19l3"
"3243","ENSMUSG00000043705","Capn13"
"3244","ENSMUSG00000043719","Col6a6"
"3245","ENSMUSG00000043753","Dmrta1"
"3246","ENSMUSG00000043782","Bicdl2"
"3247","ENSMUSG00000043822","Adamtsl5"
"3248","ENSMUSG00000043832","Clec4a3"
"3249","ENSMUSG00000043850","Clrn1"
"3250","ENSMUSG00000043873","Chil5"
"3251","ENSMUSG00000043913","Ccdc60"
"3252","ENSMUSG00000043923","Ccdc84"
"3253","ENSMUSG00000043953","Ccrl2"
"3254","ENSMUSG00000043987","Cep164"
"3255","ENSMUSG00000044006","Cilp2"
"3256","ENSMUSG00000044017","Adgrd1"
"3257","ENSMUSG00000044033","Ccdc141"
"3258","ENSMUSG00000044037","Als2cl"
"3259","ENSMUSG00000044052","Ccr10"
"3260","ENSMUSG00000044056","Efcab9"
"3261","ENSMUSG00000044066","Cep68"
"3262","ENSMUSG00000044072","Eml6"
"3263","ENSMUSG00000044083","Efcab8"
"3264","ENSMUSG00000044117","Bmerb1"
"3265","ENSMUSG00000044147","Arf6"
"3266","ENSMUSG00000044150","Bclaf3"
"3267","ENSMUSG00000044165","Bcl2l15"
"3268","ENSMUSG00000044201","Cdc25c"
"3269","ENSMUSG00000044217","Aqp5"
"3270","ENSMUSG00000044224","Dnajc21"
"3271","ENSMUSG00000044243","Bhlha9"
"3272","ENSMUSG00000044258","Ctla2a"
"3273","ENSMUSG00000044279","Crb3"
"3274","ENSMUSG00000044288","Cnr1"
"3275","ENSMUSG00000044303","Cdkn2a"
"3276","ENSMUSG00000044309","Apol7c"
"3277","ENSMUSG00000044337","Ackr3"
"3278","ENSMUSG00000044338","Aplnr"
"3279","ENSMUSG00000044339","Alkbh2"
"3280","ENSMUSG00000044361","BC024139"
"3281","ENSMUSG00000044362","Ccdc89"
"3282","ENSMUSG00000044365","Cxxc4"
"3283","ENSMUSG00000044393","Dsg2"
"3284","ENSMUSG00000044405","Adig"
"3285","ENSMUSG00000044433","Camsap3"
"3286","ENSMUSG00000044447","Dock5"
"3287","ENSMUSG00000044475","Ascc1"
"3288","ENSMUSG00000044502","Bod1"
"3289","ENSMUSG00000044534","Ackr2"
"3290","ENSMUSG00000044548","Dact1"
"3291","ENSMUSG00000044566","Cage1"
"3292","ENSMUSG00000044573","Acp1"
"3293","ENSMUSG00000044595","Dnd1"
"3294","ENSMUSG00000044629","Cnrip1"
"3295","ENSMUSG00000044636","Csrnp2"
"3296","ENSMUSG00000044647","Csrnp3"
"3297","ENSMUSG00000044681","Cnpy1"
"3298","ENSMUSG00000044707","Ccnjl"
"3299","ENSMUSG00000044716","Dok7"
"3300","ENSMUSG00000044748","Defb1"
"3301","ENSMUSG00000044749","Abca6"
"3302","ENSMUSG00000044751","Atp5pb-ps"
"3303","ENSMUSG00000044768","Macir"
"3304","ENSMUSG00000044795","Cyb5d1"
"3305","ENSMUSG00000044811","Cd300c2"
"3306","ENSMUSG00000044820","AY074887"
"3307","ENSMUSG00000044835","Ankrd45"
"3308","ENSMUSG00000044863","Defb36"
"3309","ENSMUSG00000044864","Ankrd50"
"3310","ENSMUSG00000044881","Coa4"
"3311","ENSMUSG00000044948","Cfap43"
"3312","ENSMUSG00000045019","Acer1"
"3313","ENSMUSG00000045031","Cetn4"
"3314","ENSMUSG00000045034","Ankrd34b"
"3315","ENSMUSG00000045091","Aqp12"
"3316","ENSMUSG00000045094","Arhgef37"
"3317","ENSMUSG00000045103","Dmd"
"3318","ENSMUSG00000045106","Ccdc73"
"3319","ENSMUSG00000045160","Bola3"
"3320","ENSMUSG00000045165","AI467606"
"3321","ENSMUSG00000045176","Borcs6"
"3322","ENSMUSG00000045193","Cirbp"
"3323","ENSMUSG00000045205","Dpy19l4"
"3324","ENSMUSG00000045215","Asxl3"
"3325","ENSMUSG00000045231","BC106179"
"3326","ENSMUSG00000045273","Cenph"
"3327","ENSMUSG00000045284","Dcaf12l1"
"3328","ENSMUSG00000045318","Adra2c"
"3329","ENSMUSG00000045328","Cenpe"
"3330","ENSMUSG00000045382","Cxcr4"
"3331","ENSMUSG00000045410","Akr1e1"
"3332","ENSMUSG00000045414","Dipk2a"
"3333","ENSMUSG00000045438","Cox19"
"3334","ENSMUSG00000045532","C1ql1"
"3335","ENSMUSG00000045538","Ddx28"
"3336","ENSMUSG00000045613","Chrm2"
"3337","ENSMUSG00000045664","Cdc42ep2"
"3338","ENSMUSG00000045672","Col27a1"
"3339","ENSMUSG00000045730","Adrb2"
"3340","ENSMUSG00000045744","Bricd5"
"3341","ENSMUSG00000045763","Basp1"
"3342","ENSMUSG00000045790","Ccdc149"
"3343","ENSMUSG00000045838","Ccdc9b"
"3344","ENSMUSG00000045867","Cradd"
"3345","ENSMUSG00000045875","Adra1a"
"3346","ENSMUSG00000045912","C2cd4c"
"3347","ENSMUSG00000045930","Clec14a"
"3348","ENSMUSG00000045942","BC049762"
"3349","ENSMUSG00000045954","Cavin2"
"3350","ENSMUSG00000045975","C2cd2"
"3351","ENSMUSG00000045983","Eif4g1"
"3352","ENSMUSG00000046031","Calhm6"
"3353","ENSMUSG00000046058","Eid2"
"3354","ENSMUSG00000046080","Clec9a"
"3355","ENSMUSG00000046109","AB041806"
"3356","ENSMUSG00000046111","Cep295"
"3357","ENSMUSG00000046159","Chrm3"
"3358","ENSMUSG00000046169","Adamts6"
"3359","ENSMUSG00000046179","E2f8"
"3360","ENSMUSG00000046186","Cd109"
"3361","ENSMUSG00000046213","Cym"
"3362","ENSMUSG00000046295","Ankle1"
"3363","ENSMUSG00000046317","BC107364"
"3364","ENSMUSG00000046318","Ccbe1"
"3365","ENSMUSG00000046323","Dppa3"
"3366","ENSMUSG00000046378","Asphd1"
"3367","ENSMUSG00000046432","Bex3"
"3368","ENSMUSG00000046441","Cmtr2"
"3369","ENSMUSG00000046447","Camk2n1"
"3370","ENSMUSG00000046491","C1qtnf2"
"3371","ENSMUSG00000046516","Cox17"
"3372","ENSMUSG00000046532","Ar"
"3373","ENSMUSG00000046561","Arsj"
"3374","ENSMUSG00000046585","Cfap58"
"3375","ENSMUSG00000046598","Bdh1"
"3376","ENSMUSG00000046605","B3gntl1"
"3377","ENSMUSG00000046668","Cxxc5"
"3378","ENSMUSG00000046679","C87436"
"3379","ENSMUSG00000046691","Chtf8"
"3380","ENSMUSG00000046707","Csnk2a2"
"3381","ENSMUSG00000046718","Bst2"
"3382","ENSMUSG00000046722","Cdc42se1"
"3383","ENSMUSG00000046727","Cystm1"
"3384","ENSMUSG00000046753","Ccdc66"
"3385","ENSMUSG00000046798","Cldn12"
"3386","ENSMUSG00000046806","Cyren"
"3387","ENSMUSG00000046808","Atp10d"
"3388","ENSMUSG00000046818","Ddit4l"
"3389","ENSMUSG00000046836","Brox"
"3390","ENSMUSG00000046841","Ckap4"
"3391","ENSMUSG00000046876","Atxn1"
"3392","ENSMUSG00000046934","Csl"
"3393","ENSMUSG00000046947","Adck2"
"3394","ENSMUSG00000046974","BC053393"
"3395","ENSMUSG00000047014","Catsperb"
"3396","ENSMUSG00000047021","Cfap65"
"3397","ENSMUSG00000047026","Acsm4"
"3398","ENSMUSG00000047067","Dusp28"
"3399","ENSMUSG00000047108","Dnajb7"
"3400","ENSMUSG00000047109","Cldn14"
"3401","ENSMUSG00000047117","Ankdd1b"
"3402","ENSMUSG00000047126","Cltc"
"3403","ENSMUSG00000047139","Cd24a"
"3404","ENSMUSG00000047143","Dmrta2"
"3405","ENSMUSG00000047155","Cyp4x1"
"3406","ENSMUSG00000047161","Chst9"
"3407","ENSMUSG00000047193","Dync2h1"
"3408","ENSMUSG00000047205","Dusp18"
"3409","ENSMUSG00000047216","Cdh19"
"3410","ENSMUSG00000047220","Iho1"
"3411","ENSMUSG00000047228","A2ml1"
"3412","ENSMUSG00000047230","Cldn2"
"3413","ENSMUSG00000047248","C2cd3"
"3414","ENSMUSG00000047260","Emc6"
"3415","ENSMUSG00000047363","Cstad"
"3416","ENSMUSG00000047368","Abhd17b"
"3417","ENSMUSG00000047369","Dnah14"
"3418","ENSMUSG00000047379","B4gat1"
"3419","ENSMUSG00000047388","Atmin"
"3420","ENSMUSG00000047409","Ctdspl"
"3421","ENSMUSG00000047419","Cmya5"
"3422","ENSMUSG00000047423","AI837181"
"3423","ENSMUSG00000047428","Dlk2"
"3424","ENSMUSG00000047446","Arl4a"
"3425","ENSMUSG00000047459","Dynlrb1"
"3426","ENSMUSG00000047495","Dlgap2"
"3427","ENSMUSG00000047497","Adamts12"
"3428","ENSMUSG00000047501","Cldn4"
"3429","ENSMUSG00000047507","Baiap3"
"3430","ENSMUSG00000047515","BC049715"
"3431","ENSMUSG00000047517","Dmbt1"
"3432","ENSMUSG00000047547","Cltb"
"3433","ENSMUSG00000047565","Acot10"
"3434","ENSMUSG00000047606","Ankrd34c"
"3435","ENSMUSG00000047619","Ddi1"
"3436","ENSMUSG00000047631","Apof"
"3437","ENSMUSG00000047649","Cd3eap"
"3438","ENSMUSG00000047657","Crry-ps"
"3439","ENSMUSG00000047696","Ccdc144b"
"3440","ENSMUSG00000047710","Champ1"
"3441","ENSMUSG00000047721","Bola2"
"3442","ENSMUSG00000047767","Atg16l2"
"3443","ENSMUSG00000047798","Cd300lf"
"3444","ENSMUSG00000047804","Akap10"
"3445","ENSMUSG00000047810","Ccdc88b"
"3446","ENSMUSG00000047822","Angptl8"
"3447","ENSMUSG00000047832","Cdca4"
"3448","ENSMUSG00000047842","Diras2"
"3449","ENSMUSG00000047843","Bri3"
"3450","ENSMUSG00000047844","Bex4"
"3451","ENSMUSG00000047878","A4galt"
"3452","ENSMUSG00000047880","Cxcr5"
"3453","ENSMUSG00000047894","Ang2"
"3454","ENSMUSG00000047898","Ccr4"
"3455","ENSMUSG00000047909","Ankrd16"
"3456","ENSMUSG00000047990","C2cd4a"
"3457","ENSMUSG00000047992","Dipk1c"
"3458","ENSMUSG00000048003","Catsper4"
"3459","ENSMUSG00000048029","Eno4"
"3460","ENSMUSG00000048038","Ccdc187"
"3461","ENSMUSG00000048040","Arxes2"
"3462","ENSMUSG00000048065","Cyb5r2"
"3463","ENSMUSG00000048076","Arf1"
"3464","ENSMUSG00000048118","Arid4a"
"3465","ENSMUSG00000048120","Entpd1"
"3466","ENSMUSG00000048126","Col6a3"
"3467","ENSMUSG00000048138","Dmrt2"
"3468","ENSMUSG00000048175","Asb8"
"3469","ENSMUSG00000048186","Bend7"
"3470","ENSMUSG00000048200","Cracr2b"
"3471","ENSMUSG00000048218","Amigo2"
"3472","ENSMUSG00000048249","Crebrf"
"3473","ENSMUSG00000048251","Bcl11b"
"3474","ENSMUSG00000048264","Dip2c"
"3475","ENSMUSG00000048281","Dleu7"
"3476","ENSMUSG00000048307","Ankrd46"
"3477","ENSMUSG00000048327","Ckap2l"
"3478","ENSMUSG00000048351","Coa7"
"3479","ENSMUSG00000048355","Arxes1"
"3480","ENSMUSG00000048440","Cyp4f16"
"3481","ENSMUSG00000048445","Ccdc57"
"3482","ENSMUSG00000048480","Cxcr1"
"3483","ENSMUSG00000048482","Bdnf"
"3484","ENSMUSG00000048489","Depp1"
"3485","ENSMUSG00000048498","Cd300e"
"3486","ENSMUSG00000048502","Duxbl1"
"3487","ENSMUSG00000048521","Cxcr6"
"3488","ENSMUSG00000048644","Ctxn1"
"3489","ENSMUSG00000048655","Ccdc169"
"3490","ENSMUSG00000048701","Ccdc6"
"3491","ENSMUSG00000048787","Dcun1d3"
"3492","ENSMUSG00000048794","Cfap100"
"3493","ENSMUSG00000048796","Cyb561d1"
"3494","ENSMUSG00000048799","Cep120"
"3495","ENSMUSG00000048826","Dact2"
"3496","ENSMUSG00000048865","Arhgap30"
"3497","ENSMUSG00000048895","Cdk5r1"
"3498","ENSMUSG00000048915","Efna5"
"3499","ENSMUSG00000048922","Cdca2"
"3500","ENSMUSG00000048924","Ccdc125"
"3501","ENSMUSG00000048970","C1galt1c1"
"3502","ENSMUSG00000048988","Elfn1"
"3503","ENSMUSG00000048997","Atxn7l2"
"3504","ENSMUSG00000049037","Clec4a1"
"3505","ENSMUSG00000049047","Armcx3"
"3506","ENSMUSG00000049076","Acap2"
"3507","ENSMUSG00000049086","Bmyc"
"3508","ENSMUSG00000049097","Ankrd34a"
"3509","ENSMUSG00000049103","Ccr2"
"3510","ENSMUSG00000049106","Dcaf5"
"3511","ENSMUSG00000049115","Agtr1a"
"3512","ENSMUSG00000049123","Catsperg2"
"3513","ENSMUSG00000049130","C5ar1"
"3514","ENSMUSG00000049305","Ccdc71"
"3515","ENSMUSG00000049354","Dcaf7"
"3516","ENSMUSG00000049357","Brd8dc"
"3517","ENSMUSG00000049387","Cox7b2"
"3518","ENSMUSG00000049422","Chchd10"
"3519","ENSMUSG00000049439","Cyp20a1"
"3520","ENSMUSG00000049470","Aff4"
"3521","ENSMUSG00000049482","Ctu2"
"3522","ENSMUSG00000049489","Ccnq"
"3523","ENSMUSG00000049502","Dtx3l"
"3524","ENSMUSG00000049521","Cdc42ep1"
"3525","ENSMUSG00000049538","Adamts16"
"3526","ENSMUSG00000049550","Clip1"
"3527","ENSMUSG00000049562","Ap5b1"
"3528","ENSMUSG00000049565","Aknad1"
"3529","ENSMUSG00000049571","Cfap46"
